npm warn exec The following package was not found and will be installed: serve@14.2.6
 INFO  Accepting connections at http://localhost:3000
 HTTP  5/7/2026 12:47:04 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:47:04 PM ::1 GET /js/data/theme_config.js
 HTTP  5/7/2026 12:47:04 PM ::1 GET /js/data/curriculum_data.js
 HTTP  5/7/2026 12:47:04 PM ::1 GET /js/translate.js
 HTTP  5/7/2026 12:47:04 PM ::1 GET /js/dashboard-core.js
 HTTP  5/7/2026 12:47:04 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:47:04 PM ::1 Returned 304 in 3 ms
 HTTP  5/7/2026 12:47:04 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:47:04 PM ::1 GET /js/cosy-mode.js
 HTTP  5/7/2026 12:47:04 PM ::1 Returned 304 in 3 ms
 HTTP  5/7/2026 12:47:04 PM ::1 GET /js/days.js
 HTTP  5/7/2026 12:47:04 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:47:04 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:47:04 PM ::1 GET /js/data/germanic/en/translations.js
 HTTP  5/7/2026 12:47:04 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:47:04 PM ::1 GET /data/students.json?t=1778158024561
 HTTP  5/7/2026 12:47:04 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:47:04 PM ::1 GET /js/data/curriculum/en_a1.js
 HTTP  5/7/2026 12:47:04 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:47:04 PM ::1 GET /data/broadcast.json?t=1778158024593
 HTTP  5/7/2026 12:47:04 PM ::1 Returned 200 in 2 ms
 HTTP  5/7/2026 12:47:05 PM ::1 GET /images/cosylanguages.png
 HTTP  5/7/2026 12:47:05 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:47:05 PM ::1 GET /portal
 HTTP  5/7/2026 12:47:05 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:47:05 PM ::1 GET /css/style.css
 HTTP  5/7/2026 12:47:05 PM ::1 GET /js/data/theme_config.js
 HTTP  5/7/2026 12:47:05 PM ::1 GET /js/data/curriculum_data.js
 HTTP  5/7/2026 12:47:05 PM ::1 GET /js/translate.js
 HTTP  5/7/2026 12:47:05 PM ::1 GET /js/dashboard-core.js
 HTTP  5/7/2026 12:47:05 PM ::1 GET /js/cosy-mode.js
 HTTP  5/7/2026 12:47:05 PM ::1 Returned 304 in 4 ms
 HTTP  5/7/2026 12:47:05 PM ::1 Returned 304 in 4 ms
 HTTP  5/7/2026 12:47:05 PM ::1 Returned 304 in 3 ms
 HTTP  5/7/2026 12:47:05 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:47:05 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:47:05 PM ::1 Returned 304 in 3 ms
 HTTP  5/7/2026 12:47:05 PM ::1 GET /js/days.js
 HTTP  5/7/2026 12:47:05 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:47:05 PM ::1 GET /js/data/germanic/en/translations.js
 HTTP  5/7/2026 12:47:05 PM ::1 GET /images/cosylanguages.png
 HTTP  5/7/2026 12:47:05 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:47:05 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:47:06 PM ::1 GET /data/students.json?t=1778158026728
 HTTP  5/7/2026 12:47:06 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:47:06 PM ::1 GET /data/students.json
 HTTP  5/7/2026 12:47:06 PM ::1 Returned 200 in 1 ms
